village,vlcode,block,district,area_m2,area_km2,centroid_x,centroid_y,area_exposure_score,coastal_exposure_score,coastal_exposure_category,exposure_method,exposure_data_quality,shoreline_distance_available,village_erosion_rate_available
Barunadia,395706,Rajkanika,Kendrapara,2108370.3700270783,2.108370370027078,4682348.422357808,3658606.845980212,0.11655010764767401,0.11655010764767401,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bartani,395676,Rajkanika,Kendrapara,2144778.4923263844,2.1447784923263846,4689641.909107179,3660149.0170081723,0.11857891072487242,0.11857891072487242,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Keshanagar,395704,Rajkanika,Kendrapara,1025263.4728211451,1.0252634728211452,4683974.360236763,3658319.620344905,0.05619515201657609,0.05619515201657609,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Balikana,395924,Rajnagar,Kendrapara,2262766.762544804,2.262766762544804,4684989.960419806,3648668.1400656095,0.12515367895171414,0.12515367895171414,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nahulia,395698,Rajkanika,Kendrapara,847410.1120846912,0.8474101120846912,4687515.011062137,3659790.137681313,0.04628446663198345,0.04628446663198345,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Keradagarh,395914,Rajnagar,Kendrapara,2417307.5799211827,2.4173075799211827,4688081.504959812,3650522.8607232133,0.13376529817416244,0.13376529817416244,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bandhapatana,395927,Rajnagar,Kendrapara,794998.8131825132,0.7949988131825132,4684451.596739364,3649134.2335703634,0.043363903917472614,0.043363903917472614,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Koranda,395721,Rajkanika,Kendrapara,1156216.8955369801,1.15621689553698,4687273.865197273,3658053.941654311,0.0634923892866402,0.0634923892866402,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Pandurkoli,395747,Rajkanika,Kendrapara,1051231.614137712,1.051231614137712,4690187.971110275,3655082.1763445456,0.05764219849096068,0.05764219849096068,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Meghapur,395725,Rajkanika,Kendrapara,1622737.2928131563,1.6227372928131563,4688960.331982669,3658029.189864195,0.08948873180023817,0.08948873180023817,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Patarapur,395758,Rajkanika,Kendrapara,5716033.555849722,5.716033555849721,4691036.923225002,3650513.5600216542,0.3175832208832844,0.3175832208832844,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Chhadesh,395657,Rajkanika,Kendrapara,2367093.359936178,2.3670933599361783,4681903.0321001215,3660176.2385333236,0.13096716529636127,0.13096716529636127,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baruna,395708,Rajkanika,Kendrapara,1965883.7815397105,1.9658837815397106,4680852.561277045,3658735.8338882467,0.10861019723960051,0.10861019723960051,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sisua,395695,Rajkanika,Kendrapara,2069118.418673361,2.069118418673361,4690442.375212887,3659024.7568721026,0.11436283528471611,0.11436283528471611,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Banidihapatna,395707,Rajkanika,Kendrapara,1052922.5711281009,1.052922571128101,4681643.71818539,3658628.3805842786,0.057736425232930745,0.057736425232930745,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Chalunia,395697,Rajkanika,Kendrapara,627106.5174408038,0.6271065174408038,4688445.808481947,3659511.4214840895,0.03400828806234857,0.03400828806234857,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jaganathpursasan,395922,Rajnagar,Kendrapara,752237.9141960362,0.7522379141960361,4686043.824977001,3648810.756887078,0.040981099258271945,0.040981099258271945,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ostia,395928,Rajnagar,Kendrapara,1146266.7912636825,1.1462667912636826,4683984.045288163,3649500.818840242,0.06293793053147129,0.06293793053147129,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nagada,395929,Rajnagar,Kendrapara,1477094.3158794465,1.4770943158794465,4683312.492916698,3649393.378229712,0.08137293507371825,0.08137293507371825,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bhagabanpur,395923,Rajnagar,Kendrapara,1133829.7163520397,1.1338297163520397,4686310.512989261,3649405.407604973,0.06224488803824254,0.06224488803824254,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Maneidiha,395702,Rajkanika,Kendrapara,1340483.9570301038,1.3404839570301037,4684896.112934411,3659701.4383144444,0.07376047118084655,0.07376047118084655,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Chandanpur,395915,Rajnagar,Kendrapara,927381.0146746053,0.9273810146746053,4688773.08786367,3652066.493149601,0.05074075833324054,0.05074075833324054,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nethuria,395858,Rajnagar,Kendrapara,422418.2769634925,0.4224182769634925,4694704.893902203,3651231.811232948,0.02260225814592496,0.02260225814592496,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Rajpur,395916,Rajnagar,Kendrapara,4987604.176843408,4.987604176843408,4688255.380408696,3652448.877874226,0.27699228478664606,0.27699228478664606,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sanolara,395921,Rajnagar,Kendrapara,1090244.902160812,1.090244902160812,4686034.449698035,3648055.6512696687,0.05981617159899985,0.05981617159899985,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Madhupur,395918,Rajnagar,Kendrapara,602784.4924351537,0.6027844924351536,4686734.054883639,3650124.427559708,0.032652969631765845,0.032652969631765845,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Naladia,395930,Rajnagar,Kendrapara,503184.1041853546,0.5031841041853546,4682465.303813007,3650208.3541091518,0.02710284615903738,0.02710284615903738,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jayakunda,395759,Rajkanika,Kendrapara,1010114.0839136267,1.0101140839136267,4690457.426684079,3652024.455110013,0.05535096877140405,0.05535096877140405,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Achhutapur,395661,Rajkanika,Kendrapara,1355880.4466458343,1.3558804466458343,4683602.565820324,3659922.227254131,0.07461842384464111,0.07461842384464111,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Makundapur,395662,Rajkanika,Kendrapara,906535.4111072492,0.9065354111072492,4684176.575729148,3659951.5864811917,0.04957915971203629,0.04957915971203629,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Pandiapali,395675,Rajkanika,Kendrapara,421263.0607443096,0.42126306074430964,4688112.375244427,3660328.8910475266,0.022537884976634864,0.022537884976634864,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Singidi,395748,Rajkanika,Kendrapara,1016299.314946624,1.016299314946624,4690660.05545669,3654426.964622615,0.055695634053776144,0.055695634053776144,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gangadharprasaddia,395746,Rajkanika,Kendrapara,1470991.94538263,1.47099194538263,4688387.7362344945,3655492.274854951,0.08103288710474121,0.08103288710474121,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bansaria,395718,Rajkanika,Kendrapara,1087994.8406698643,1.0879948406698643,4686301.174307969,3658263.5545361084,0.05969078936590382,0.05969078936590382,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Khandeita,395743,Rajkanika,Kendrapara,1348892.4150521713,1.3488924150521713,4690611.26529911,3655746.4650793555,0.07422902337283888,0.07422902337283888,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Mahadeiadia,395744,Rajkanika,Kendrapara,883009.7774687352,0.8830097774687352,4689099.914517289,3655948.4021801944,0.04826821932553443,0.04826821932553443,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kothasahi,395701,Rajkanika,Kendrapara,1356750.0774668392,1.3567500774668393,4686453.065313288,3660074.2631960954,0.07466688307775336,0.07466688307775336,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gobanga,395719,Rajkanika,Kendrapara,1523242.7588205046,1.5232427588205046,4686032.591936204,3656405.531487781,0.08394450694103528,0.08394450694103528,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ayatan,395723,Rajkanika,Kendrapara,1245839.256471703,1.2458392564717031,4688250.9198388085,3656794.3308458603,0.06848649802302008,0.06848649802302008,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Rautabartani,395724,Rajkanika,Kendrapara,1313024.4019560765,1.3130244019560764,4689366.336032123,3656787.851597232,0.07223031729444997,0.07223031729444997,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Dalikaenda,395717,Rajkanika,Kendrapara,2667409.8423240758,2.667409842324076,4684830.111053818,3656781.945029678,0.14770197514437086,0.14770197514437086,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Siko,395720,Rajkanika,Kendrapara,1768805.8685793823,1.7688058685793824,4687081.036506834,3656874.219861633,0.09762824455951483,0.09762824455951483,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badajoramuhan,395714,Rajkanika,Kendrapara,158065.16488584265,0.15806516488584266,4683485.160628851,3657771.259120379,0.00787146805350839,0.00787146805350839,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jharkata,395715,Rajkanika,Kendrapara,491656.9299857773,0.4916569299857773,4684324.320002454,3657769.245574291,0.026460506894868566,0.026460506894868566,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Mangalapur,395716,Rajkanika,Kendrapara,1120496.0734008958,1.1204960734008957,4684893.066302602,3657935.933399584,0.061501885264653715,0.061501885264653715,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nandimahara,395699,Rajkanika,Kendrapara,591512.9191782306,0.5915129191782306,4687764.587178031,3659067.6634636335,0.03202487345255287,0.03202487345255287,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Dasabhagaria,395703,Rajkanika,Kendrapara,1720887.2888844074,1.7208872888844073,4685367.356721278,3658800.17450225,0.09495803374389156,0.09495803374389156,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Joral,395696,Rajkanika,Kendrapara,991064.2909429391,0.9910642909429391,4689379.591177055,3658761.1033594087,0.054289439745512494,0.054289439745512494,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Giria,395700,Rajkanika,Kendrapara,922326.7733529889,0.9223267733529888,4686751.248696389,3659096.7904434996,0.05045911622432041,0.05045911622432041,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baradia,395920,Rajnagar,Kendrapara,1061145.745075559,1.061145745075559,4687360.79336171,3648561.6924471725,0.05819465267107739,0.05819465267107739,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Matia,395910,Rajnagar,Kendrapara,731822.6029325742,0.7318226029325742,4688678.144903155,3648438.182508743,0.03984347820841999,0.03984347820841999,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Pancheswar,395913,Rajnagar,Kendrapara,488249.5790195313,0.4882495790195313,4688501.761591316,3649887.037508862,0.026270635962536894,0.026270635962536894,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Belpaldia,395926,Rajnagar,Kendrapara,598992.9561623224,0.5989929561623224,4684705.689850581,3650777.813525271,0.03244169039043634,0.03244169039043634,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sangrampur,395728,Rajkanika,Kendrapara,1205860.3983337053,1.2058603983337053,4692026.945524704,3657695.896601646,0.06625871956890315,0.06625871956890315,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Anantapur,395683,Rajkanika,Kendrapara,798076.8369133122,0.7980768369133122,4694092.238133521,3660396.89505079,0.043535423447246716,0.043535423447246716,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bektakolha,395887,Rajnagar,Kendrapara,1077521.3508513574,1.0775213508513575,4699452.545154799,3649657.721499331,0.05910716551960627,0.05910716551960627,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Khunta,395732,Rajkanika,Kendrapara,2463679.0946868574,2.4636790946868574,4695204.916016287,3658226.028994621,0.13634930047665814,0.13634930047665814,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Khuntakana,395854,Rajnagar,Kendrapara,345407.65833437437,0.34540765833437437,4694565.562220871,3650350.7754532457,0.01831092505361976,0.01831092505361976,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Chakamanpur,395841,Rajnagar,Kendrapara,2174002.6089447523,2.174002608944752,4699025.782578408,3653349.8985366635,0.12020739288707608,0.12020739288707608,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jaganathpur,395857,Rajnagar,Kendrapara,1069143.2530247252,1.0691432530247253,4695591.971683096,3651928.5324405064,0.058640305116534494,0.058640305116534494,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Amanapari,395861,Rajnagar,Kendrapara,333539.7711025448,0.3335397711025448,4696118.122206951,3650980.939654788,0.017649599925730966,0.017649599925730966,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Paramanandpur,395804,Rajnagar,Kendrapara,2272802.250450636,2.2728022504506358,4697455.9825570565,3660541.9783137585,0.12571289561708243,0.12571289561708243,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
