village,vlcode,block,district,nccr_total_coast_km,nccr_high_erosion_km,nccr_moderate_erosion_km,nccr_low_erosion_km,nccr_stable_km,nccr_low_accretion_km,nccr_moderate_accretion_km,nccr_high_accretion_km,erosion_baseline_score,coastal_hazard_baseline,erosion_data_source,erosion_resolution,village_erosion_rate_available
Khas Munda,395783,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sailendra Sarai,395781,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bhanja Prasad,395778,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dantiapada,396071,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Keruapal,395786,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bagapatia Uttar,395827,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sourendrapur,395793,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pravati,396064,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Harina Pokhari,395795,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Magarkanda,395833,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Satavaya,396069,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Manjulapalli,396066,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Barahipur,396068,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bagapatia,395834,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Amarabati,395790,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sailendranarayanpur,395811,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gopaljew Patana,395808,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Rajpatana,395779,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kanak Nagar,395771,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sailendranarayanpur Purbajungal Block,395810,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Talchua,396062,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sailendranagar,395772,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baghua,395769,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Rajendranagar,395774,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Rajeswarinagar,395773,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tikayat Nagar,395775,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Birabhanjapur,395776,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Chanra Kolha,395792,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Garta,395791,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Habelichintamanipur,395829,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baunsagarh,395832,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sanagahiramatha,395830,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gopaljewpatna J Block,395809,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pata Paria,395807,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Giria Pahi,395787,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Vekta,395798,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sikar Pahi,395794,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baghamari,395789,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Radhamalipur,395788,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jyoti Prasad,395777,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sahebnagar,395881,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Suravi,395780,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sadanandapur,395876,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tentuliakolha,395877,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badagahiramatha,395831,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kaduanasi,395828,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pinchapatia,395767,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Subarnpur,395768,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Hukitola,396061,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Talapatta,396052,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
