id,objectid_1,objectid,village,vlcode,gram_panchayat_name,gram_panchayat_code,block,bkcode,subdistric,sdcode,sub_district_head_quarter,district,dtcode,district_head_quarter,state,stcode,uqcode,country,total_urban_rural,total_households,total_population_village,avg_household,total_geographical_area,total_male_population_village,total_female_population_village,tapwater_treated_status,tapwater_untreated_status,covered_well_status,covered_well_function_year,covered_well_functioning_summer,uncovered_well_status,uncovered_well_function_year,uncovered_well_function_summer,handpump_status,hand_pump_function_year,hand_pump_function_summer,tubewell_borehole_status,tube_wells_borehole_function_year,tube_wells_borehole_function_Summer,spring_status,spring_functioning_all_round_year,spring_functioning_summer_month,river_canal_status,tank_pond_lake_status,others_status,closed_drainage_status,open_drainage_status,village_pin_code_status,forest_area,area_under_non_agricultural_use,barren_uncultivable_land,permanent_pastures_grazing,land_under_miscellaneous,culturable_waste_land,fallows_land_other_than_current,current_fallows_area,net_area_sown,total_unirrigated_land,area_irrigated_by_source,canals_area,wells_tube_wells_area,tanks_lakes_area,waterfall_area,other_source_specify_area,nearest_town_name,nearest_town_distance_from_village,shape_leng,shape_length,shape_area,ds_name,src_agency,state_name,latitude,longitude
1407,1407,35856.0,Maruthonkara,627352,Maruthonkara,11,Kunnummal,19,Vatakara,5638,Vadakara,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,5689.0,23487.0,4.12849358,2991.0,11306.0,12181.0,Not Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,146.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,2652.0,941.0,1711.0,37.0,8.0,0.0,0.0,1666.0,Vadakara,29.0,32807.27687262329,32807.27687262329,29052946.017639022,Administrative Boundary,Survey of India (SOI),Kerala,11.650318753118661,75.79668069286487
1410,1410,35859.0,Narippatta,627347,Narippatta,04,Kunnummal,19,Vatakara,5638,Vadakara,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,4977.0,21381.0,4.29596142,1540.0,10045.0,11336.0,Not Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Available,0.0,6.0,27.0,0.0,2.0,2.0,0.0,0.0,1504.0,87.0,1419.0,0.0,0.0,0.0,0.0,1419.0,Vadakara,23.0,29407.047689561183,29407.047689561183,20894489.29080468,Administrative Boundary,Survey of India (SOI),Kerala,11.714102242905529,75.71882153616271
1418,1418,35867.0,Thinoor,627344,Narippatta,04,Kunnummal,19,Vatakara,5638,Vadakara,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,1229.0,5148.0,4.18877136,3516.0,2580.0,2568.0,Not Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,1571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.0,0.0,1945.0,0.0,0.0,0.0,0.0,1945.0,Vadakara,32.0,27289.721674525263,27289.721674525263,30488557.541288253,Administrative Boundary,Survey of India (SOI),Kerala,11.745359238864207,75.76712804172456
1,1,31554.0,Payyoli,627367,Payyoli,01,Melady,21,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,5324.0,23576.0,4.42824944,971.0,11013.0,12563.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,116.0,0.0,0.0,0.0,41.0,12.0,12.0,802.0,814.0,0.0,0.0,0.0,0.0,0.0,0.0,Quilandy,12.0,16770.6626001123,16770.6626001123,9388515.314735716,Administrative Boundary,Survey of India (SOI),Kerala,11.521203871257976,75.62550246524701
1312,1312,35761.0,Arikkulam Part,627376,Arikkulam,09,Panthalayani,24,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,4409.0,18378.0,4.16829213,1568.0,8651.0,9727.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,0.0,221.0,0.0,0.0,0.0,215.0,87.0,87.0,1045.0,943.0,189.0,189.0,0.0,0.0,0.0,0.0,Quilandy,9.0,25308.447804660624,25308.447804660624,15652630.965942057,Administrative Boundary,Survey of India (SOI),Kerala,11.50068017468392,75.72557229382802
1315,1315,35764.0,Chengottukavu,627382,Chengottukavu,13,Panthalayani,24,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,6409.0,26791.0,4.18021532,1360.0,12446.0,14345.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,200.0,0.0,0.0,0.0,50.0,85.0,85.0,1009.0,1025.0,84.0,34.0,0.0,0.0,0.0,50.0,Quilandy,4.0,18698.322101754595,18698.322101754595,14132715.020143706,Administrative Boundary,Survey of India (SOI),Kerala,11.4206963873438,75.72181458974912
1313,1313,35762.0,Moodadi,627375,Moodadi,08,Panthalayani,24,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,6906.0,30170.0,4.36866493,1601.0,13910.0,16260.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,151.0,50.0,0.0,0.0,0.0,0.0,0.0,1287.0,2.0,1398.0,85.0,163.0,0.0,0.0,1150.0,Quilandy,8.0,27037.46375532068,27037.46375532068,17158682.984562837,Administrative Boundary,Survey of India (SOI),Kerala,11.479820511639703,75.65328017640338
1334,1334,35783.0,Chakkittapara,627372,"Chakkittapara,Koorachundu","04,05",Perambra,22,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,2904.0,11763.0,4.05061983,12420.0,5854.0,5909.0,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,4723.0,2674.0,0.0,0.0,0.0,0.0,0.0,0.0,5023.0,4863.0,160.0,0.0,0.0,0.0,0.0,160.0,Quilandy,28.0,70559.7615368983,70559.7615368983,117793582.61697684,Administrative Boundary,Survey of India (SOI),Kerala,11.570047046054405,75.89310004603186
1304,1304,35753.0,Changaroth,627370,Changaroth,03,Perambra,22,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,4169.0,17427.0,4.18013912,1733.0,8369.0,9058.0,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,1232.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,338.0,163.0,163.0,0.0,0.0,0.0,0.0,Quilandy,35.0,22502.31349565101,22502.31349565101,17799725.81577695,Administrative Boundary,Survey of India (SOI),Kerala,11.606923465542321,75.78109955832767
1415,1415,35864.0,Chempanoda,627371,Chakkittapara,04,Perambra,22,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,1361.0,5398.0,3.96620132,5381.0,2671.0,2727.0,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,2223.0,1831.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.0,894.0,433.0,0.0,283.0,0.0,0.0,150.0,Quilandy,40.0,38038.76176805781,38038.76176805781,51913660.58021169,Administrative Boundary,Survey of India (SOI),Kerala,11.636881914793902,75.85744050000422
1300,1300,35749.0,Cheruvannur,627368,Cheruvannur,02,Perambra,22,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,5556.0,23388.0,4.20950324,2161.0,11054.0,12334.0,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,350.0,250.0,0.0,0.0,0.0,100.0,100.0,1461.0,1517.0,44.0,40.0,4.0,0.0,0.0,0.0,Vadakara,6.0,26330.76967895294,26330.76967895294,21211698.50890453,Administrative Boundary,Survey of India (SOI),Kerala,11.571038065392113,75.7044341864224
1308,1308,35757.0,Kayanna,627378,"Kayanna, Koorachundu","11, 05",Perambra,22,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,4163.0,16776.0,4.02978621,2129.0,8131.0,8645.0,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,20.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,1937.0,1865.0,72.0,44.0,28.0,0.0,0.0,0.0,Quilandy,22.0,26972.534459302373,26972.534459302373,22594649.552269388,Administrative Boundary,Survey of India (SOI),Kerala,11.53285696222038,75.8156211939673
1311,1311,35760.0,Koorachundu,627379,"Kayanna, Koorachundu,   Kottur ,Panangad","11,05, 10, 12",Perambra,22,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,3003.0,12302.0,4.0965701,2256.0,6097.0,6205.0,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,233.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1923.0,1923.0,0.0,0.0,0.0,0.0,0.0,0.0,Quilandy,30.0,33656.658857249065,33656.658857249065,30686509.80740402,Administrative Boundary,Survey of India (SOI),Kerala,11.499252002625157,75.86053789717016
1307,1307,35756.0,Nochad,627374,Nochad,07,Perambra,22,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,6456.0,26857.0,4.1600062,2364.0,12815.0,14042.0,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,78.0,0.0,0.0,0.0,83.0,1.0,1.0,2200.0,1905.0,298.0,237.0,55.0,6.0,0.0,0.0,Quilandy,20.0,29764.002148372823,29764.002148372823,25035389.9019667,Administrative Boundary,Survey of India (SOI),Kerala,11.532099239860688,75.75714635963004
1306,1306,35755.0,Palery,627369,Changaroth,03,Perambra,22,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,3379.0,14680.0,4.34448062,1291.0,6933.0,7747.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,827.0,4.0,0.0,0.0,64.0,0.0,0.0,397.0,185.0,212.0,117.0,32.0,32.0,0.0,31.0,Quilandy,30.0,24480.661642066363,24480.661642066363,13244189.580563445,Administrative Boundary,Survey of India (SOI),Kerala,11.618642762322168,75.7556376789775
1302,1302,35751.0,Perambra,627373,"Chakkittapara,Koothali","04,06",Perambra,22,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,2722.0,11336.0,4.16458486,1446.0,5383.0,5953.0,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,0.0,59.0,0.0,0.0,0.0,217.0,0.0,0.0,1170.0,756.0,414.0,120.0,14.0,0.0,0.0,280.0,Quilandy,30.0,24872.76916567767,24872.76916567767,14698397.272443837,Administrative Boundary,Survey of India (SOI),Kerala,11.576369905243983,75.80326661510148
1301,1301,35750.0,Thiruvallur,627349,Thiruvallur,08,Thodannur,20,Vatakara,5638,Vadakara,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,3235.0,14429.0,4.46027821,1150.0,6743.0,7686.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,624.0,87.0,26.0,61.0,0.0,0.0,0.0,Vadakara,12.0,16405.118310470316,16405.118310470316,11033924.015476584,Administrative Boundary,Survey of India (SOI),Kerala,11.585544823565238,75.67870482073384
1413,1413,35862.0,Vanimel,627342,Vanimel,02,Thuneri,18,Vatakara,5638,Vadakara,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,5587.0,25680.0,4.59638446,2271.0,12368.0,13312.0,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,0.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,1629.0,984.0,645.0,0.0,400.0,4.0,0.0,240.0,Vadakara,23.0,30836.164069031383,30836.164069031383,24422240.86121952,Administrative Boundary,Survey of India (SOI),Kerala,11.740512369936186,75.70641295546818
1419,1419,35868.0,Vilangad,627343,"Vanimel,Valayam","02,03",Thuneri,18,Vatakara,5638,Vadakara,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,916.0,3778.0,4.12445415,2283.0,1930.0,1848.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Not Available,Not Available,Available,Available,Available,966.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,1211.0,597.0,614.0,0.0,226.0,0.0,0.0,388.0,Vadakara,30.0,24818.060536697365,24818.060536697365,20776422.281787604,Administrative Boundary,Survey of India (SOI),Kerala,11.781766981541887,75.75964493356871
6,6,31559.0,Onchiam,627341,Onchiam,01,Vadakara,17,Vatakara,5638,Vadakara,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,6289.0,28650.0,4.55557322,873.0,13224.0,15426.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,0.0,7.0,0.0,0.0,9.0,260.0,0.0,0.0,596.0,3.0,603.0,0.0,24.0,1.0,0.0,577.0,Vadakara,6.0,15057.325775061592,15057.325775061592,9435782.438376984,Administrative Boundary,Survey of India (SOI),Kerala,11.650071821400607,75.57355496762614
1286,1286,35735.0,Areekode,627447,Areekode,05,Areekode,29,Ernad,5641,Manjeri,Malappuram,562,Malappuram,KL,32, ,India,Rural,6037.0,31563.0,5.22825907,1703.0,15628.0,15935.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Available,0.0,168.0,10.0,0.0,0.0,10.0,0.0,0.0,1515.0,1275.0,240.0,0.0,30.0,10.0,0.0,200.0,Manjeri,16.0,22267.18007542517,22267.18007542517,16615916.653190624,Administrative Boundary,Survey of India (SOI),Kerala,11.221812975311495,76.03685314554255
1282,1282,35731.0,Kavanoor,627452,Kavanoor,08,Areekode,29,Ernad,5641,Manjeri,Malappuram,562,Malappuram,KL,32, ,India,Rural,7259.0,37977.0,5.23171236,3133.0,18813.0,19164.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,0.0,1084.0,50.0,0.0,0.0,0.0,25.0,25.0,1971.0,1379.0,620.0,0.0,600.0,0.0,0.0,20.0,Manjeri,7.0,32473.13752564763,32473.13752564763,30661078.686730828,Administrative Boundary,Survey of India (SOI),Kerala,11.191942123272062,76.07043891631726
1285,1285,35734.0,Kuzhimanna,627453,Kuzhimanna,09,Areekode,29,Kondotty,5941,Manjeri,Malappuram,562,Malappuram,KL,32, ,India,Rural,6492.0,34413.0,5.30083179,2366.0,16879.0,17534.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Available,0.0,243.0,0.0,0.0,0.0,100.0,0.0,0.0,1863.0,1904.0,119.0,0.0,96.0,24.0,0.0,0.0,Manjeri,16.0,32374.1597871764,32374.1597871764,22845087.06207156,Administrative Boundary,Survey of India (SOI),Kerala,11.176605760537871,76.00839066528594
1288,1288,35737.0,Muthuvallur,627454,"Muthuvallur, Cheekkode","10, 04",Areekode,29,Kondotty,5941,Manjeri,Malappuram,562,Malappuram,KL,32, ,India,Rural,6905.0,36482.0,5.28341781,2713.0,17931.0,18551.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Available,0.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,1788.0,250.0,0.0,100.0,50.0,0.0,100.0,Manjeri,25.0,37673.514084545386,37673.514084545386,27232975.28230001,Administrative Boundary,Survey of India (SOI),Kerala,11.198058125241603,75.98910547896963
1284,1284,35733.0,Pulpatta,627458,Pulpatta,14,Areekode,29,Ernad,5641,Manjeri,Malappuram,562,Malappuram,KL,32, ,India,Rural,7973.0,42683.0,5.35344287,3021.0,21151.0,21532.0,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Not Available,Not Available,Not Available,Available,Available,0.0,51.0,85.0,0.0,121.0,76.0,33.0,33.0,2546.0,193.0,2616.0,0.0,55.0,0.0,0.0,2561.0,Manjeri,8.0,37610.05137117039,37610.05137117039,30406639.761821773,Administrative Boundary,Survey of India (SOI),Kerala,11.154196298663848,76.05737617265576
1353,1353,35802.0,Vettilappara,627443,Urangattiri,01,Areekode,29,Ernad,5641,Manjeri,Malappuram,562,Malappuram,KL,32, ,India,Rural,1973.0,8696.0,4.40750127,4798.0,4310.0,4386.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Available,2057.0,555.0,0.0,0.0,0.0,202.0,0.0,0.0,1984.0,1619.0,364.0,0.0,40.0,81.0,0.0,243.0,Manjeri,26.0,37641.1482635582,37641.1482635582,47649265.46428874,Administrative Boundary,Survey of India (SOI),Kerala,11.287537521064623,76.10489078294387
1156,1156,35605.0,Nediyiruppu,627455,Nediyiruppu,11,Kondotty,30,Kondotty,5941,Manjeri,Malappuram,562,Malappuram,KL,32, ,India,Rural,5676.0,30462.0,5.36680761,2020.0,14859.0,15603.0,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Available,Available,Available,0.0,718.0,0.0,0.0,10.0,10.0,5.0,5.0,1261.0,10.0,1282.0,0.0,290.0,0.0,0.0,992.0,Manjeri,20.0,22797.264702382203,22797.264702382203,20139446.039839625,Administrative Boundary,Survey of India (SOI),Kerala,11.127440944188791,75.98678338281742
1283,1283,35732.0,Pulikkal,627445,Pulikkal,03,Kondotty,30,Kondotty,5941,Manjeri,Malappuram,562,Malappuram,KL,32, ,India,Rural,7611.0,40133.0,5.27302588,2814.0,19695.0,20438.0,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Not Available,Not Available,Not Available,Available,Available,0.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,2228.0,2148.0,80.0,32.0,48.0,0.0,0.0,0.0,Kozhikode,23.0,34767.78145728778,34767.78145728778,28065282.401875854,Administrative Boundary,Survey of India (SOI),Kerala,11.189707160543149,75.93720515221943
1289,1289,35738.0,Vazhakkad,627444,Vazhakkad,02,Kondotty,30,Kondotty,5941,Manjeri,Malappuram,562,Malappuram,KL,32, ,India,Rural,7435.0,35774.0,4.81156691,2389.0,17280.0,18494.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,4.0,763.0,200.0,0.0,0.0,0.0,50.0,50.0,1303.0,1174.0,248.0,130.0,45.0,16.0,0.0,57.0,Kozhikode,25.0,26984.682780192485,26984.682780192485,24659366.777023666,Administrative Boundary,Survey of India (SOI),Kerala,11.240279901087945,75.95431339930435
